op_id_full,anio,mode,categoria_canon,amount_usd,real_usd,pred_usd,error_usd,error_pct
25033HPER,2025,AIR,EMPAQUE,5460.0,7565.9,5835.1,-1730.8,22.9
24133HPER,2024,SEA,SUSTRATOS,35706.0,7753.4,9527.8,1774.4,22.9
25027HPER,2025,AIR,REPUESTOS,5004.639999999999,975.6,1197.6,222.0,22.8
21223HPER,2021,SEA,EMPAQUE,376855.0,3797.2,4662.8,865.6,22.8
24111HPER,2024,SEA,AGROQUIMICOS,171600.0,6193.4,7606.0,1412.6,22.8
22093HPER,2022,SEA,EMPAQUE,37637.6,2068.8,2541.4,472.6,22.8
24219HPER,2024,SEA,SUSTRATOS,59196.2,9927.3,12182.3,2255.0,22.7
21016HTAL,2021,SEA,MAQUINARIA,131000.0,5569.7,6832.7,1263.0,22.7
25183HPER,2025,AIR,REPUESTOS,11162.35,2420.2,1873.7,-546.5,22.6
21220HPER,2021,SEA,SUSTRATOS,103485.0,7258.5,8890.0,1631.5,22.5
23097HPER,2023,AIR,EMPAQUE,51956.8,9299.9,11388.6,2088.7,22.5
23049HPER,2023,AIR,SUSTRATOS,3.5,85.3,66.1,-19.2,22.5
24104HPER,2024,SEA,EMPAQUE,50820.48,7829.0,9581.3,1752.3,22.4
22275HPER,2022,SEA,EMPAQUE,58275.66,10065.8,12319.3,2253.5,22.4
23005HPER,2023,AIR,PLANTAS,31252.0,7398.7,5738.4,-1660.3,22.4
24047HPER,2024,SEA,AGROQUIMICOS,162800.0,6405.1,7838.7,1433.6,22.4
21020HPER,2021,SEA,AGROQUIMICOS,31104.000000000004,9681.7,11853.5,2171.8,22.4
23050HPER,2023,AIR,PLANTAS,44400.0,4931.0,6031.0,1100.0,22.3
23031HPER,2023,SEA,AGROQUIMICOS,18216.99,5177.8,6334.7,1156.9,22.3
22229HPER,2022,SEA,EMPAQUE,37989.24,30165.1,23441.9,-6723.2,22.3
24218HPER,2024,SEA,SUSTRATOS,44397.149999999994,7566.1,9234.5,1668.4,22.1
22006HPER,2022,SEA,SUSTRATOS,94785.0,6557.5,8003.0,1445.5,22.0
25052HPER,2025,SEA,EMPAQUE,29674.870000000003,7623.0,9301.1,1678.1,22.0
24039HPER,2024,AIR,REPUESTOS,3738.4,220.0,268.1,48.1,21.9
21066HPER,2021,SEA,AGROQUIMICOS,31104.000000000004,3633.6,4424.3,790.7,21.8
24142HPER,2024,SEA,SUSTRATOS,35706.0,7691.2,9362.5,1671.3,21.7
24239HPER,2024,SEA,AGROQUIMICOS,34200.0,6471.7,7877.3,1405.6,21.7
21262HPER,2021,SEA,SUSTRATOS,96285.0,6527.8,7942.4,1414.6,21.7
21070HPER,2021,SEA,EMPAQUE,119229.42,5869.2,7140.8,1271.6,21.7
23033HPER,2023,AIR,EQUIPOS_INSTR,550.0,169.0,205.6,36.6,21.7
22191HPER,2022,SEA,SUSTRATOS,49790.0,4273.8,5197.8,924.0,21.6
24207HPER,2024,LAND,EMPAQUE,15033.6,8377.3,10179.9,1802.6,21.5
24206HPER,2024,LAND,EMPAQUE,15033.6,8377.3,10179.9,1802.6,21.5
23093HPER,2023,AIR,EQUIPOS_INSTR,5646.22,1914.8,1503.9,-410.9,21.5
22201HPER,2022,SEA,SUSTRATOS,85560.0,7144.4,8673.7,1529.3,21.4
22008HPER,2022,SEA,SUSTRATOS,94785.0,6592.7,8003.0,1410.3,21.4
25190HPER,2025,SEA,AGROQUIMICOS,356832.0,5867.3,7119.3,1252.0,21.3
25049HPER,2025,AIR,EQUIPOS_INSTR,1733.4,1801.0,1418.6,-382.4,21.2
25040HPER,2025,AIR,REPUESTOS,5638.49,1126.8,1366.2,239.4,21.2
21246HPER,2021,SEA,SUSTRATOS,66300.0,84999.9,67037.4,-17962.5,21.1
24092HPER,2024,AIR,REPUESTOS,26139.579999999998,2423.5,1911.8,-511.7,21.1
23103HPER,2023,SEA,SUSTRATOS,34346.56,8253.6,9985.3,1731.7,21.0
24124HPER,2024,LAND,EMPAQUE,20895.0,8307.3,6563.6,-1743.7,21.0
24217HPER,2024,SEA,SUSTRATOS,59196.2,9735.8,11771.6,2035.8,20.9
21012HPER,2021,AIR,PLANTAS,469872.0,5222.6,6313.1,1090.5,20.9
24029HPER,2024,AIR,EQUIPOS_INSTR,4517.0,893.5,1079.8,186.3,20.9
23117HPER,2023,SEA,AGROQUIMICOS,176220.0,4420.4,5338.8,918.4,20.8
20094HPER,2020,AIR,PLANTAS,226800.0,2236.8,2702.8,466.0,20.8
24220HPER,2024,SEA,SUSTRATOS,59196.2,10083.7,12182.3,2098.6,20.8
21078HPER,2021,SEA,SUSTRATOS,26280.288,7343.2,8861.8,1518.6,20.7
23036HPER,2023,AIR,EQUIPOS_INSTR,999.0,1632.4,1294.7,-337.7,20.7
25136HPER,2025,SEA,AGROQUIMICOS,123664.0,2629.8,3171.7,541.9,20.6
21121HPER,2021,SEA,SUSTRATOS,18546.624,31112.3,37507.5,6395.2,20.6
25177HPER,2025,AIR,EQUIPOS_INSTR,677.73,1017.4,1226.1,208.7,20.5
24131HPER,2024,SEA,SUSTRATOS,35706.0,7913.4,9527.8,1614.4,20.4
24059HPER,2024,AIR,MAQUINARIA,1201.35,1516.1,1207.3,-308.8,20.4
23145HPER,2023,AIR,PLANTAS,129815.4,3989.9,4804.9,815.0,20.4
23052HPER,2023,AIR,EQUIPOS_INSTR,29999.56,807.4,971.9,164.5,20.4
23087HPER,2023,AIR,REPUESTOS,9976.8,983.4,1183.7,200.3,20.4
22011HPER,2022,AIR,PLANTAS,811200.0,9159.9,11025.6,1865.7,20.4
25185HPER,2025,AIR,REPUESTOS,14686.87,2031.2,1617.5,-413.7,20.4
20034HTAL,2020,SEA,AGROQUIMICOS,18606.65,2378.6,1894.7,-483.9,20.3
24105HPER,2024,SEA,AGROQUIMICOS,69190.0,3197.9,3848.6,650.7,20.3
23131HPER,2023,AIR,PLANTAS,608400.0,7480.4,9001.8,1521.4,20.3
25087HPER,2025,AIR,REPUESTOS,19613.02,1537.4,1847.5,310.1,20.2
25138HPER,2025,AIR,REPUESTOS,5249.0,842.3,1011.6,169.3,20.1
21205HPER,2021,SEA,SUSTRATOS,190695.0,4090.1,4903.2,813.1,19.9
23116HPER,2023,AIR,PLANTAS,115472.5,2224.4,2666.3,441.9,19.9
21125HPER,2021,AIR,PLANTAS,20.0,1157.0,1386.9,229.9,19.9
21252HPER,2021,SEA,SUSTRATOS,10503.0648,2236.1,2681.8,445.7,19.9
21021HPER,2021,SEA,AGROQUIMICOS,31104.000000000004,9879.5,11834.0,1954.5,19.8
23027HPER,2023,AIR,REPUESTOS,11645.98,1173.1,1405.7,232.6,19.8
23062HPER,2023,SEA,EMPAQUE,46997.0,9384.6,11239.6,1855.1,19.8
25137HPER,2025,AIR,EQUIPOS_INSTR,40654.04,3861.9,3106.3,-755.6,19.6
24128HPER,2024,AIR,REPUESTOS,3393.97,234.7,280.6,45.9,19.6
20111HPER,2020,AIR,PLANTAS,588600.0,5328.9,4282.4,-1046.5,19.6
24054HPER,2024,SEA,AGROQUIMICOS,121057.20000000001,4889.0,5844.1,955.1,19.5
22265HPER,2022,SEA,EQUIPOS_INSTR,1770.64,938.9,1120.6,181.7,19.4
24145HPER,2024,SEA,SUSTRATOS,35706.0,7840.6,9362.5,1521.9,19.4
23124HPER,2023,SEA,AGROQUIMICOS,97680.0,4333.5,5172.5,839.0,19.4
21155HPER,2021,SEA,SUSTRATOS,107532.0,8120.5,9686.6,1566.1,19.3
21221HPER,2021,SEA,SUSTRATOS,68990.0,5044.4,6016.0,971.6,19.3
22056HPER,2022,AIR,PLANTAS,579780.0,5801.4,6921.8,1120.4,19.3
24057HPER,2024,SEA,AGROQUIMICOS,91542.0,5301.3,6324.5,1023.2,19.3
24002HPER,2024,AIR,REPUESTOS,4402.47,894.3,1066.4,172.1,19.2
20126HTAL,2020,SEA,AGROQUIMICOS,13932.63,957.5,1140.9,183.4,19.2
25144HPER,2025,AIR,EQUIPOS_INSTR,2628.0,924.5,1101.9,177.4,19.2
21067HPER,2021,SEA,AGROQUIMICOS,31104.000000000004,3714.7,4424.3,709.6,19.1
21068HPER,2021,SEA,EMPAQUE,19758.0276,2307.0,2746.9,439.9,19.1
23046HPER,2023,AIR,SUSTRATOS,2.0,92.6,75.0,-17.5,19.0
25076HPER,2025,SEA,EMPAQUE,21733.31,4122.2,4905.8,783.7,19.0
21092HPER,2021,AIR,PLANTAS,576000.0,5269.5,6266.8,997.3,18.9
25083HPER,2025,AIR,EQUIPOS_INSTR,1482.35,978.4,1162.8,184.5,18.9
25031HPER,2025,SEA,AGROQUIMICOS,3035.9,986.0,1171.8,185.8,18.8
24074HPER,2024,AIR,REPUESTOS,6198.889999999999,974.6,1157.1,182.5,18.7
25170HPER,2025,SEA,EMPAQUE,20599.92,3995.0,4739.0,744.0,18.6
25173HPER,2025,AIR,REPUESTOS,3705.2,1020.6,1210.3,189.7,18.6
22112HPER,2022,SEA,EMPAQUE,81412.42,12845.7,15222.2,2376.5,18.5
21011HPER,2021,AIR,PLANTAS,576000.0,5342.9,6331.5,988.6,18.5
23152HPER,2023,SEA,SUSTRATOS,72100.0,24434.3,19941.6,-4492.7,18.4
23146HPER,2023,SEA,AGROQUIMICOS,2808.96,819.6,970.2,150.6,18.4
21172HPER,2021,SEA,SUSTRATOS,48790.0,4811.6,5691.3,879.7,18.3
22107HPER,2022,SEA,EMPAQUE,81412.42,12928.3,15291.9,2363.6,18.3
20010HTAL,2020,AIR,PLANTAS,2335.8,794.2,938.6,144.4,18.2
25072HPER,2025,SEA,EMPAQUE,71187.05,16157.9,19093.7,2935.8,18.2
25111HPER,2025,AIR,EQUIPOS_INSTR,3265.82,882.3,1042.1,159.8,18.1
21133HPER,2021,SEA,SUSTRATOS,18235.584,30809.1,36398.8,5589.7,18.1
21091HPER,2021,SEA,SUSTRATOS,18235.584,27823.7,32864.5,5040.8,18.1
23149HPER,2023,AIR,REPUESTOS,381.0,172.9,141.6,-31.3,18.1
21251HPER,2021,SEA,SUSTRATOS,46020.0,62816.8,74143.1,11326.3,18.0
23082HPER,2023,SEA,MAQUINARIA,356352.92,5000.5,5902.4,901.9,18.0
21071HPER,2021,SEA,EMPAQUE,20613.9708,2282.0,2692.9,410.9,18.0
24120HPER,2024,AIR,EMPAQUE,40.0,1168.6,958.4,-210.2,18.0
25082HPER,2025,AIR,REPUESTOS,11675.18,1192.8,1406.6,213.8,17.9
21151HPER,2021,SEA,SUSTRATOS,73185.0,7889.0,9302.3,1413.3,17.9
23039HPER,2023,SEA,REPUESTOS,46600.0,5138.1,6060.2,922.1,17.9
21146HPER,2021,SEA,AGROQUIMICOS,116371.08000000002,10718.7,8798.1,-1920.6,17.9
25048HPER,2025,SEA,AGROQUIMICOS,209568.0,7053.9,8315.3,1261.4,17.9
25102HPER,2025,AIR,PLANTAS,4260.8,1775.8,2091.1,315.3,17.8
24228HPER,2024,SEA,EMPAQUE,32707.5,8752.4,10313.3,1560.9,17.8
25176HPER,2025,AIR,EMPAQUE,20225.91,6937.2,8169.6,1232.4,17.8
20110HPER,2020,AIR,PLANTAS,182785.0,2535.0,2986.1,451.1,17.8
24086HPER,2024,AIR,PLANTAS,271147.5,5458.2,6423.3,965.1,17.7
23072HPER,2023,SEA,SUSTRATOS,43942.8,9301.3,10943.2,1641.9,17.7
21095HPER,2021,SEA,AGROQUIMICOS,92404.8,2110.3,2482.1,371.8,17.6
21116HPER,2021,SEA,EMPAQUE,45930.5,4456.5,5239.8,783.3,17.6
21219HPER,2021,SEA,SUSTRATOS,103485.0,11042.1,9098.0,-1944.1,17.6
21134HPER,2021,AIR,EMPAQUE,50337.479999999996,14144.4,16617.9,2473.5,17.5
24231HPER,2024,SEA,SUSTRATOS,14430.17,2472.0,2904.2,432.2,17.5
23063HPER,2023,SEA,EMPAQUE,107764.43000000001,19068.0,22404.2,3336.2,17.5
21150HPER,2021,SEA,SUSTRATOS,73185.0,11263.6,9302.3,-1961.3,17.4
21249HPER,2021,SEA,SUSTRATOS,46020.0,55541.6,65210.1,9668.5,17.4
21056HPER,2021,AIR,PLANTAS,361920.0,3373.0,3955.4,582.4,17.3
24130HPER,2024,SEA,SUSTRATOS,35706.0,8119.6,9527.8,1408.2,17.3
24079HPER,2024,AIR,PLANTAS,608400.0,9100.5,10675.2,1574.7,17.3
20049HPER,2020,SEA,AGROQUIMICOS,71760.0,1597.2,1871.7,274.5,17.2
24019HPER,2024,SEA,AGROQUIMICOS,16500.0,5068.4,5940.7,872.3,17.2
24046HPER,2024,SEA,AGROQUIMICOS,33000.0,11733.1,9716.5,-2016.6,17.2
23068HPER,2023,SEA,SUSTRATOS,26019.840000000004,7031.8,8241.8,1210.0,17.2
22052HPER,2022,SEA,MAQUINARIA,99565.09,4790.5,5610.2,819.7,17.1
24125HPER,2024,SEA,EMPAQUE,38502.0,15647.4,12970.1,-2677.3,17.1
24016HPER,2024,LAND,SUSTRATOS,16231.68,2914.6,2414.9,-499.7,17.1
23148HPER,2023,AIR,REPUESTOS,3114.3,1270.9,1053.3,-217.6,17.1
24185HPER,2024,SEA,EMPAQUE,58054.08,5142.1,4269.7,-872.4,17.0
21060HPER,2021,AIR,REPUESTOS,14127.47,1071.7,1253.5,181.8,17.0
23051HPER,2023,AIR,REPUESTOS,24436.440000000002,1377.8,1612.6,234.8,17.0
23166HPER,2023,SEA,AGROQUIMICOS,16500.0,4734.2,5538.9,804.7,17.0
24173HPER,2024,SEA,EMPAQUE,98973.83,7266.3,8495.0,1228.7,16.9
24003HPER,2024,AIR,REPUESTOS,15831.439999999999,1428.1,1668.1,240.0,16.8
22059HPER,2022,AIR,REPUESTOS,6274.11,1007.7,1176.8,169.1,16.8
25043HPER,2025,SEA,EMPAQUE,66830.40000000001,16200.7,18903.0,2702.3,16.7
24214HPER,2024,AIR,PLANTAS,2040.0,1758.1,2049.9,291.8,16.6
21085HPER,2021,AIR,PLANTAS,576000.0,5326.8,6207.1,880.3,16.5
21132HPER,2021,SEA,SUSTRATOS,18235.584,30245.0,35224.2,4979.2,16.5
25045HPER,2025,SEA,EMPAQUE,16484.58,4640.7,5406.9,766.2,16.5
22034HPER,2022,SEA,AGROQUIMICOS,157520.0,9359.9,7811.9,-1548.0,16.5
22242HPER,2022,SEA,SUSTRATOS,104280.0,8945.6,10414.2,1468.6,16.4
22001HPER,2022,AIR,PLANTAS,167308.86,3989.3,4641.7,652.4,16.4
22163HPER,2022,SEA,SUSTRATOS,55400.0,4458.5,5187.4,728.9,16.3
23038HPER,2023,AIR,REPUESTOS,155.8,116.5,135.5,19.0,16.3
20072HPER,2020,SEA,EQUIPOS_INSTR,167300.0,3904.9,4541.0,636.1,16.3
25042HPER,2025,AIR,PLANTAS,1784.2,1725.3,2004.7,279.4,16.2
24216HPER,2024,SEA,SUSTRATOS,59196.2,9985.8,11595.4,1609.6,16.1
25056HPER,2025,SEA,EMPAQUE,56808.240000000005,16827.0,19541.9,2714.9,16.1
20128HTAL,2020,SEA,SUSTRATOS,43340.0,26911.1,22570.0,-4341.1,16.1
21105HPER,2021,AIR,REPUESTOS,762.48,220.1,255.6,35.5,16.1
24208HPER,2024,LAND,EMPAQUE,20422.5,8177.3,6870.5,-1306.8,16.0
21062HPER,2021,SEA,EMPAQUE,77818.36,5177.2,4351.2,-826.1,16.0
21024HPER,2021,SEA,AGROQUIMICOS,174960.0,2755.0,3194.8,439.8,16.0
22251HPER,2022,SEA,EMPAQUE,77501.81999999999,20942.7,17604.8,-3337.9,15.9
23071HPER,2023,SEA,SUSTRATOS,44829.18,9675.2,11217.4,1542.2,15.9
25020HPER,2025,AIR,REPUESTOS,13506.07,1087.5,1260.9,173.4,15.9
22195HPER,2022,SEA,EMPAQUE,13180.53,6989.8,8087.7,1097.9,15.7
23010HPER,2023,SEA,AGROQUIMICOS,2661.12,975.4,1128.0,152.6,15.6
21158HPER,2021,SEA,SUSTRATOS,73185.0,8834.0,10213.5,1379.5,15.6
21131HPER,2021,SEA,SUSTRATOS,18235.584,30481.2,35224.2,4743.0,15.6
24095HPER,2024,AIR,PLANTAS,243360.0,4035.7,4665.7,630.0,15.6
21031HPER,2021,SEA,EMPAQUE,6410.95,2746.7,3174.8,428.1,15.6
21109HPER,2021,SEA,SUSTRATOS,20481.768,4830.4,5582.0,751.6,15.6
22269HPER,2022,AIR,REPUESTOS,5343.0,1865.5,1574.9,-290.6,15.6
24038HPER,2024,AIR,EQUIPOS_INSTR,11460.9,938.3,1085.0,146.7,15.6
25122HPER,2025,SEA,SUSTRATOS,82214.15000000001,12388.2,14321.2,1933.0,15.6
21142HPER,2021,SEA,EQUIPOS_INSTR,281083.96,23314.4,19707.2,-3607.2,15.5
23142HPER,2023,SEA,AGROQUIMICOS,16500.0,4970.1,5738.8,768.7,15.5
25064HPER,2025,SEA,EMPAQUE,32969.16,8532.0,9843.7,1311.7,15.4
22203HPER,2022,SEA,SUSTRATOS,112080.0,8917.2,10286.3,1369.1,15.4
21218HPER,2021,AIR,EQUIPOS_INSTR,791.0,682.9,787.8,104.9,15.4
22027HPER,2022,SEA,SUSTRATOS,63190.0,4642.5,5358.7,716.2,15.4
25169HPER,2025,SEA,EMPAQUE,20599.92,4118.6,4751.8,633.2,15.4
23032HPER,2023,AIR,REPUESTOS,12282.0,1425.5,1643.2,217.7,15.3
20077HPER,2020,SEA,EMPAQUE,41205.02,1784.7,2058.3,273.6,15.3
24197HPER,2024,SEA,SUSTRATOS,72150.85,34675.0,39929.5,5254.4,15.2
25046HPER,2025,SEA,EMPAQUE,16484.58,4335.2,4993.8,658.6,15.2
21186HPER,2021,SEA,SUSTRATOS,9363.5784,2357.6,2716.4,358.8,15.2
23091HPER,2023,SEA,AGROQUIMICOS,16500.0,5127.7,5909.5,781.8,15.2
25168HPER,2025,SEA,EMPAQUE,44835.12,8162.6,9401.7,1239.1,15.2
25133HPER,2025,SEA,SUSTRATOS,82214.15000000001,12264.9,14116.1,1851.2,15.1
24192HPER,2024,SEA,SUSTRATOS,57720.68,36065.0,30636.1,-5428.9,15.1
25132HPER,2025,SEA,SUSTRATOS,82214.15000000001,12264.9,14116.1,1851.2,15.1
23090HPER,2023,AIR,REPUESTOS,56839.2,4953.7,4205.7,-748.0,15.1
22057HPER,2022,AIR,REPUESTOS,20474.93,1653.6,1901.7,248.1,15.0
20080HPER,2020,AIR,PLANTAS,614600.0,4887.3,5620.7,733.4,15.0
25053HPER,2025,SEA,EMPAQUE,76328.66,21086.2,24257.8,3171.6,15.0
23089HPER,2023,AIR,REPUESTOS,3791.73,1176.1,1351.3,175.2,14.9
25012HPER,2025,SEA,AGROQUIMICOS,138768.0,4982.2,5722.8,740.6,14.9
21271HPER,2021,SEA,SUSTRATOS,46020.0,62378.6,71666.8,9288.2,14.9
25051HPER,2025,SEA,EMPAQUE,30758.33,7720.7,8865.7,1145.0,14.8
24043HPER,2024,SEA,AGROQUIMICOS,16500.0,5684.0,6526.1,842.1,14.8
25134HPER,2025,AIR,REPUESTOS,907.5300000000001,261.3,222.9,-38.4,14.7
25174HPER,2025,AIR,REPUESTOS,879.74,404.6,345.1,-59.5,14.7
23006HPER,2023,AIR,EQUIPOS_INSTR,2677.92,988.0,1132.2,144.2,14.6
24021HPER,2024,SEA,AGROQUIMICOS,54351.0,3264.8,3740.7,475.9,14.6
20054HPER,2020,SEA,EMPAQUE,27463.8,2888.9,3308.5,419.6,14.5
25125HPER,2025,SEA,SUSTRATOS,82214.15000000001,12388.2,14188.9,1800.7,14.5
24023HPER,2024,AIR,PLANTAS,40359.3,9088.8,7778.2,-1310.6,14.4
24108HPER,2024,AIR,PLANTAS,41962.0,9804.2,8397.0,-1407.2,14.4
24117HPER,2024,AIR,PLANTAS,454348.1,12976.6,11111.4,-1865.2,14.4
25131HPER,2025,SEA,SUSTRATOS,82214.15000000001,12344.9,14116.1,1771.2,14.3
24035HPER,2024,SEA,SUSTRATOS,42616.2,9077.9,10379.2,1301.3,14.3
23100HPER,2023,SEA,SUSTRATOS,34346.56,9524.7,10872.7,1348.0,14.2
21108HPER,2021,AIR,REPUESTOS,19140.0,2885.0,2474.1,-410.9,14.2
24020HPER,2024,AIR,REPUESTOS,4225.71,1061.9,1212.9,151.0,14.2
24200HPER,2024,SEA,SUSTRATOS,72150.85,33175.7,37856.7,4681.0,14.1
21113HPER,2021,AIR,EMPAQUE,44464.64,17245.6,19678.0,2432.4,14.1
21272HPER,2021,SEA,SUSTRATOS,46020.0,62858.6,71666.8,8808.2,14.0
24143HPER,2024,SEA,SUSTRATOS,35706.0,8211.4,9362.5,1151.1,14.0
23057HPER,2023,SEA,REPUESTOS,18678.0,1414.7,1612.2,197.5,14.0
24204HPER,2024,SEA,SUSTRATOS,57720.68,25380.3,28913.9,3533.6,13.9
24138HPER,2024,SEA,SUSTRATOS,35706.0,9065.6,10321.6,1256.0,13.9
23073HPER,2023,SEA,AGROQUIMICOS,188645.6,9689.5,8342.9,-1346.6,13.9
22015HPER,2022,SEA,SUSTRATOS,21395.14,4476.4,5100.3,623.9,13.9
22071HPER,2022,SEA,MAQUINARIA,193465.0,5181.4,5897.3,715.9,13.8
24160HPER,2024,AIR,REPUESTOS,21025.09,1493.1,1698.8,205.7,13.8
23155HPER,2023,SEA,SUSTRATOS,57680.0,18930.4,16319.6,-2610.8,13.8
24013HPER,2024,AIR,REPUESTOS,4959.01,1257.1,1430.1,173.0,13.8
24168HPER,2024,SEA,EMPAQUE,52145.0,5127.4,4427.0,-700.4,13.7
22217HPER,2022,SEA,SUSTRATOS,111080.0,9170.6,10424.6,1254.0,13.7
23153HPER,2023,SEA,SUSTRATOS,57680.0,19210.1,16602.1,-2608.0,13.6
22262HPER,2022,SEA,EMPAQUE,56690.12,10856.6,12331.6,1475.0,13.6
25163HPER,2025,SEA,SUSTRATOS,81001.79999999999,14133.6,16060.9,1927.3,13.6
21225HPER,2021,AIR,PLANTAS,324266.0,12165.8,10515.8,-1650.0,13.6
21182HPER,2021,SEA,SUSTRATOS,18727.1568,4487.1,5097.9,610.8,13.6
22039HPER,2022,SEA,SUSTRATOS,50262.0,4130.4,4693.4,563.0,13.6
22230HPER,2022,SEA,EMPAQUE,24313.63,6115.4,6949.3,833.9,13.6
24172HPER,2024,SEA,EMPAQUE,102904.23000000001,7267.7,8250.8,983.1,13.5
20071HTAL,2020,SEA,SUSTRATOS,19360.0,5578.9,6329.6,750.7,13.5
25150HPER,2025,SEA,SUSTRATOS,73986.0,14427.8,16373.3,1945.5,13.5
22051HPER,2022,SEA,MAQUINARIA,45472.23,6681.0,5781.3,-899.7,13.5
21202HPER,2021,SEA,EMPAQUE,271155.0,4269.4,4844.0,574.6,13.5
24210HPER,2024,LAND,EMPAQUE,17263.2,8494.5,7353.4,-1141.1,13.4
21209HPER,2021,SEA,SUSTRATOS,28944.0,41574.7,47138.8,5564.1,13.4
23018HPER,2023,AIR,PLANTAS,288.0,1696.1,1468.8,-227.3,13.4
22175HPER,2022,SEA,EMPAQUE,131158.64,10236.1,11609.9,1373.8,13.4
21260HPER,2021,SEA,SUSTRATOS,96285.0,7008.8,7942.4,933.6,13.3
21058HPER,2021,SEA,EQUIPOS_INSTR,58440.0,10366.6,8991.8,-1374.8,13.3
21207HPER,2021,SEA,SUSTRATOS,28944.0,41657.8,47138.8,5481.1,13.2
24097HPER,2024,AIR,REPUESTOS,40849.990000000005,1724.7,1952.7,228.0,13.2
22100HPER,2022,SEA,EMPAQUE,113380.24,26804.3,23299.6,-3504.7,13.1
24042HPER,2024,AIR,PLANTAS,0.0,3211.0,3632.7,421.7,13.1
21129HPER,2021,SEA,SUSTRATOS,18235.584,31655.2,35810.8,4155.6,13.1
24233HPER,2024,SEA,SUSTRATOS,14430.17,5755.0,5002.3,-752.7,13.1
23127HPER,2023,AIR,PLANTAS,942.0,2149.0,1869.0,-280.0,13.0
24007HPER,2024,SEA,AGROQUIMICOS,16500.0,5431.0,6137.5,706.5,13.0
20127BERR,2020,SEA,AGROQUIMICOS,2296.87,957.8,833.1,-124.6,13.0
21130HPER,2021,SEA,SUSTRATOS,18235.584,31691.4,35810.8,4119.4,13.0
23171HPER,2023,AIR,PLANTAS,343492.5,5156.3,5827.6,671.3,13.0
24008HPER,2024,AIR,PLANTAS,121680.0,2370.6,2679.4,308.8,13.0
24063HPER,2024,AIR,PLANTAS,1580.25,1684.3,1466.4,-217.9,12.9
21261HPER,2021,SEA,SUSTRATOS,96285.0,7034.2,7942.4,908.2,12.9
25117HPER,2025,SEA,EMPAQUE,174847.75,13444.0,15172.7,1728.7,12.9
21053HPER,2021,AIR,EMPAQUE,28967.35,8454.9,9538.1,1083.2,12.8
23143HPER,2023,AIR,REPUESTOS,7409.1900000000005,1031.1,1161.6,130.5,12.7
21211HPER,2021,SEA,SUSTRATOS,88266.0,8304.6,9363.4,1058.8,12.7
21100HPER,2021,SEA,EMPAQUE,45936.380000000005,17715.8,15474.6,-2241.2,12.7
25135HPER,2025,SEA,EMPAQUE,31500.0,8255.9,9295.5,1039.6,12.6
21097HPER,2021,SEA,SUSTRATOS,20481.768,4958.2,5582.0,623.8,12.6
20041HPER,2020,AIR,REPUESTOS,23378.82,1424.1,1603.7,179.6,12.6
21088HPER,2021,AIR,EMPAQUE,23883.86,13326.2,11645.0,-1681.2,12.6
25171HPER,2025,AIR,PLANTAS,4261.3,1998.4,2249.2,250.8,12.5
22261HPER,2022,SEA,EMPAQUE,23508.14,5595.3,6295.8,700.5,12.5
22140HPER,2022,SEA,EMPAQUE,111057.43,9879.1,11114.9,1235.8,12.5
25129HPER,2025,SEA,SUSTRATOS,82214.15000000001,16369.4,14321.2,-2048.2,12.5
21153HPER,2021,SEA,SUSTRATOS,64116.0,8831.1,9930.3,1099.2,12.4
25157HPER,2025,SEA,SUSTRATOS,73986.0,15614.6,17558.1,1943.5,12.4
25123HPER,2025,SEA,SUSTRATOS,82214.15000000001,12738.2,14321.2,1583.0,12.4
21191HPER,2021,SEA,SUSTRATOS,92164.0,6405.3,7197.6,792.3,12.4
20101HPER,2020,SEA,SUSTRATOS,23232.0,7079.7,7960.2,880.5,12.4
24126HPER,2024,SEA,EMPAQUE,25612.8,12593.4,11033.6,-1559.8,12.4
23042HPER,2023,AIR,EQUIPOS_INSTR,552.0,71.0,62.3,-8.7,12.3
21041HPER,2021,SEA,EMPAQUE,265922.46,30212.7,26504.2,-3708.5,12.3
20105HTAL,2020,SEA,EMPAQUE,62528.27,4013.2,4506.8,493.6,12.3
25127HPER,2025,SEA,SUSTRATOS,82214.15000000001,12638.2,14188.9,1550.7,12.3
24065HPER,2024,AIR,REPUESTOS,5177.639999999999,987.1,1107.0,119.9,12.2
22173HPER,2022,AIR,EMPAQUE,52300.16,25388.2,22302.1,-3086.1,12.2
20075HPER,2020,AIR,PLANTAS,630690.0,5747.4,6449.1,701.7,12.2
20086HPER,2020,SEA,EMPAQUE,42646.5,3301.5,2897.7,-403.8,12.2
23106HPER,2023,SEA,SUSTRATOS,8586.64,2524.8,2833.9,309.1,12.2
24071HPER,2024,SEA,AGROQUIMICOS,97680.0,6050.8,6789.4,738.6,12.2
21052HPER,2021,SEA,EMPAQUE,214755.08,25105.4,28154.7,3049.3,12.1
21139HPER,2021,AIR,MAQUINARIA,1810.0,1161.6,1302.2,140.6,12.1
20067HTAL,2020,AIR,REPUESTOS,7488.9,798.1,894.4,96.3,12.1
25165HPER,2025,SEA,SUSTRATOS,81001.79999999999,14493.6,16228.8,1735.2,12.0
25013HPER,2025,SEA,AGROQUIMICOS,121209.6,5565.5,6232.3,666.8,12.0
22155HPER,2022,AIR,REPUESTOS,63308.72,3950.0,3481.6,-468.4,11.9
25113HPER,2025,AIR,REPUESTOS,289.52,2046.3,1803.6,-242.7,11.9
