CAMPAÑA,STATUS,OP,OC,BUYER,SUPPLIER,CATEGORY,PRODUCTO,PROYECT,FACTURA,QTY,UM,CUR,AMOUNT,AMOUNT USD,PAYMENT TERM,INCOTERM,MODE,TYPE,COUNTRY ORIGIN,POL,POD,CTNR QTY,CTNR TYPE,BULKS,CARGO READY,CP OPENNING,QUOTE REQUEST RATE,ASSIGMENT DATE2,FFW,NAVIERA / AEROLINEA,BOOKING,CNTR NR,PICK UP DATE,STACKING,ATD,WEEK ATD,B/L- AWB,NAVE,ATA,WEEK ATA,INSURANCE HPER,INSURANCE POLICY DATE,DEPOT,AG. ADUANA,Orden,FECHA IE,FECHA NUM DAM,DAM,FECHA DESCARGA,FECHA TARJA,FECHA LEVANTE,FECHA VISTO BUENO,FECHA INSPECCION SENASA,FECHA LIBERACION SENASA,FECHA VCTO SOBRESTADIA,TRANSP LIMA (T1),FECHA RETIRO (T1),GR T1 ,TRANSP TRUX (T2),FECHA ENTREGA BASE T2 (T1),FECHA GATE IN (T1),PUNTO DE LLEGADA,FECHA INICIO DE VIAJE  (T2),FECHA FIN DE VIAJE (T2),WEEK TRUX ,FECHA CONFIRMACION RECEPCION,GR T2 ,GR HORTIFRUT,WEEK NECESIDAD,FECHA ENVIO ARCHIV,NRO CAJA ARCHIVO,COURIER PARA ENVÍO DE DOCS,NRO DE TRACKING DOCS ,OBSERVACIONES HORTIFRUT,CARGO PRODUCE OBSERVACIONES
2022-2023,LIQUIPARCIAL,22-213-HPER,4700002593,RENE,VERITAS,SUSTRATOS ,EASY PLANTER 15 L,RV21,INV-202223/069 - B,"14,000",UN,USD,"28,020.00","28,020.00",50%AP,CIF,SEA,FCL/FCL,,SRI LANKA,CALLAO,1,40HC,20,-,,,NA,DIRECTO,MSC,EBKG03886259,CAIU7836355,-,6/9/2022,10/9/2022,36,MEDUC0920800,MSC CAROLE NX240B,5/11/2022,44,NO,NA,IMUPESA,AVM,1024,23/10/2022,2/11/2022, 118-2022-10-424228-01-2-00,6/11/2022,7/11/2022,5/11/2022,,8/11/2022,21/11/2022,18/11/2022,AVM,30/11/2022,,GUZMAN,30/11/2022,30/11/2022,FUNDO REMANSO,1/12/2022,2/12/2022,48,, 001-0117518 ,036-0000525,-,,,DHL,6758458210,-,Cargado en CP - [22-213-HPER // 4700002593 // CAIU7836355]
2022-2023,LIQUIPARCIAL,22-214-HPER,4700002594,RENE,VERITAS,SUSTRATOS ,EASY PLANTER 15 L,RV21,INV-202223/069 - C,"14,000",UN,USD,"28,020.00","28,020.00",50%AP,CIF,SEA,FCL/FCL,,SRI LANKA,CALLAO,1,40HC,20,-,,,NA,DIRECTO,MSC,EBKG03886259,FCIU7415436,-,5/9/2022,10/9/2022,36,MEDUC0920784,MSC CAROLE NX240B,5/11/2022,44,NO,NA,IMUPESA,AVM,1025,23/10/2022,2/11/2022,118-2022-10-424231-01-3-00,6/11/2022,7/11/2022,5/11/2022,,8/11/2022,21/11/2022,18/11/2022,AVM,30/11/2022,,RVC,30/11/2022,30/11/2022,FUNDO REMANSO,26/12/2022,27/12/2022,52,,001-0117522,036-0000468,-,,,DHL,6758458210,-,Cargado en CP - [22-214-HPER // 4700002594 // FCIU7415436]
2022-2023,LIQUIPARCIAL,22-214-HPER,4700002594,RENE,VERITAS,SUSTRATOS ,EASY PLANTER 15 L,RV21,INV-202223/069 - C,"14,000",UN,USD,"28,020.00","28,020.00",50%AP,CIF,SEA,FCL/FCL,,SRI LANKA,CALLAO,1,40HC,20,-,,,NA,DIRECTO,MSC,EBKG03886259,MEDU7634859,-,5/9/2022,10/9/2022,36,MEDUC0920784,MSC CAROLE NX240B,5/11/2022,44,NO,NA,IMUPESA,AVM,1025,23/10/2022,2/11/2022,118-2022-10-424231-01-3-00,6/11/2022,7/11/2022,5/11/2022,,8/11/2022,21/11/2022,18/11/2022,AVM,30/11/2022,,RVC,30/11/2022,30/11/2022,FUNDO REMANSO,26/12/2022,27/12/2022,52,,001-0117521,036-0000468,-,,,DHL,6758458210,-,Cargado en CP - [22-214-HPER // 4700002594 // MEDU7634859]
2022-2023,LIQUIPARCIAL,22-214-HPER,4700002594,RENE,VERITAS,SUSTRATOS ,EASY PLANTER 15 L,RV21,INV-202223/069 - C,"14,000",UN,USD,"28,020.00","28,020.00",50%AP,CIF,SEA,FCL/FCL,,SRI LANKA,CALLAO,1,40HC,20,-,,,NA,DIRECTO,MSC,EBKG03886259,MSDU8326396,-,5/9/2022,10/9/2022,36,MEDUC0920784,MSC CAROLE NX240B,5/11/2022,44,NO,NA,IMUPESA,AVM,1025,23/10/2022,2/11/2022,118-2022-10-424231-01-3-00,6/11/2022,7/11/2022,5/11/2022,,8/11/2022,21/11/2022,18/11/2022,AVM,30/11/2022,,RVC,30/11/2022,30/11/2022,FUNDO REMANSO,25/12/2022,26/12/2022,52,,001-0117519,036-0000466,-,,,DHL,6758458210,-,Cargado en CP - [22-214-HPER // 4700002594 // MSDU8326396]
2022-2023,LIQUIPARCIAL,22-214-HPER,4700002594,RENE,VERITAS,SUSTRATOS ,EASY PLANTER 15 L,RV21,INV-202223/069 - C,"14,000",UN,USD,"28,020.00","28,020.00",50%AP,CIF,SEA,FCL/FCL,,SRI LANKA,CALLAO,1,40HC,20,-,,,NA,DIRECTO,MSC,EBKG03886259,MSDU7970608,-,5/9/2022,10/9/2022,36,MEDUC0920784,MSC CAROLE NX240B,5/11/2022,44,NO,NA,IMUPESA,AVM,1025,23/10/2022,2/11/2022,118-2022-10-424231-01-3-00,6/11/2022,7/11/2022,5/11/2022,,8/11/2022,21/11/2022,18/11/2022,AVM,30/11/2022,,RVC,30/11/2022,30/11/2022,FUNDO REMANSO,20/12/2022,5/1/2023,1,,001-0117520 ,036-0000467,-,,,DHL,6758458210,-,Cargado en CP - [22-214-HPER // 4700002594 // MSDU7970608]
2022-2023,LIQUIPARCIAL,22-215-HPER,4700002595,RENE,VERITAS,SUSTRATOS ,EASY PLANTER 15 L,RV21,INV-202223/070,"14,000",UN,USD,"28,020.00","28,020.00",50%AP,CIF,SEA,FCL/FCL,,SRI LANKA,CALLAO,1,40HC,20,-,,,NA,DIRECTO,COSCO,6343249760,CSNU6370044 ,-,-,2/9/2022,35,COSU6343249760 ,SEASPAN OCEANIA,19/11/2022,46,NO,NA,IMUPESA,AVM,1082,8/11/2022,15/11/2022,118-2022-10-443835-01-8-00,20/11/2022,20/11/2022,19/11/2022,,22/11/2022,28/11/2022,4/12/2022,AVM,1/12/2022,,GUZMAN,1/12/2022,2/12/2022,FUNDO REMANSO,4/12/2022,5/12/2022,49,,001-0118151, 036-0000531,-,,,DHL,1896648143,-,Cargado en CP - [22-215-HPER // 4700002595 // CSNU6370044]
2022-2023,LIQUIPARCIAL,22-215-HPER,4700002595,RENE,VERITAS,SUSTRATOS ,EASY PLANTER 15 L,RV21,INV-202223/070,"14,000",UN,USD,"28,020.00","28,020.00",50%AP,CIF,SEA,FCL/FCL,,SRI LANKA,CALLAO,1,40HC,20,-,,,NA,DIRECTO,COSCO,6343249760,TCKU6494489 ,-,-,2/9/2022,35,COSU6343249760 ,SEASPAN OCEANIA,19/11/2022,46,NO,NA,IMUPESA,AVM,1082,8/11/2022,15/11/2022,118-2022-10-443835-01-8-00,20/11/2022,20/11/2022,19/11/2022,,22/11/2022,28/11/2022,4/12/2022,AVM,1/12/2022,,GUZMAN,1/12/2022,2/12/2022,FUNDO REMANSO,4/12/2022,5/12/2022,49,,001-0118150 ,036-0000529,-,,,DHL,1896648143,-,Cargado en CP - [22-215-HPER // 4700002595 // TCKU6494489]
2022-2023,LIQUIPARCIAL,22-215-HPER,4700002595,RENE,VERITAS,SUSTRATOS ,EASY PLANTER 15 L,RV21,INV-202223/070,"14,000",UN,USD,"28,020.00","28,020.00",50%AP,CIF,SEA,FCL/FCL,,SRI LANKA,CALLAO,1,40HC,20,-,,,NA,DIRECTO,COSCO,6343249760,CSLU6044930,-,-,2/9/2022,35,COSU6343249760 ,SEASPAN OCEANIA,19/11/2022,46,NO,NA,IMUPESA,AVM,1082,8/11/2022,15/11/2022,118-2022-10-443835-01-8-00,20/11/2022,20/11/2022,19/11/2022,,22/11/2022,28/11/2022,4/12/2022,AVM,1/12/2022,,GUZMAN,1/12/2022,2/12/2022,FUNDO REMANSO,4/12/2022,5/12/2022,49,,001-0118148,036-0000530,-,,,DHL,1896648143,-,Cargado en CP - [22-215-HPER // 4700002595 // TRHU7502503]
2022-2023,LIQUIPARCIAL,22-215-HPER,4700002595,RENE,VERITAS,SUSTRATOS ,EASY PLANTER 15 L,RV21,INV-202223/070,"14,000",UN,USD,"28,020.00","28,020.00",50%AP,CIF,SEA,FCL/FCL,,SRI LANKA,CALLAO,1,40HC,20,-,,,NA,DIRECTO,COSCO,6343249760,TRHU7502503 ,-,-,2/9/2022,35,COSU6343249760 ,SEASPAN OCEANIA,19/11/2022,46,NO,NA,IMUPESA,AVM,1082,8/11/2022,15/11/2022,118-2022-10-443835-01-8-00,20/11/2022,20/11/2022,19/11/2022,,22/11/2022,28/11/2022,4/12/2022,AVM,1/12/2022,,GUZMAN,1/12/2022,2/12/2022,FUNDO REMANSO,4/12/2022,5/12/2022,49,,001-0118149, 036-0000532,-,,,DHL,1896648143,-,Cargado en CP - [22-215-HPER // 4700002595 // CSLU6044930]
2022-2023,LIQUIDADO,22-216-HPER,4700002596,RENE,VERITAS,SUSTRATOS ,EASY PLANTER 15 L,RV21,INV-202223/071,"14,000",UN,USD,"28,020.00","28,020.00",50%AP,CIF,SEA,FCL/FCL,,SRI LANKA,CALLAO,1,40HC,20,-,,,NA,DIRECTO,MSC,EBKG03913154,MSDU7937683,-,3/9/2022,10/9/2022,36,MEDUC0918887,MSC CAROLE NX240B,5/11/2022,44,NO,NA,IMUPESA,AVM,1059,23/10/2022,2/11/2022,118-2022-10-424232-01-1-00,6/11/2022,7/11/2022,5/11/2022,,8/11/2022,21/11/2022,18/11/2022,AVM,30/11/2022,,LIP,30/11/2022,30/11/2022,FUNDO REMANSO,5/12/2022,6/12/2022,49,,001-0117523,014-0001420,-,,,DHL,1896648143,-,Cargado en CP - [22-216-HPER // 4700002596 // MSDU7937683]
2022-2023,LIQUIDADO,22-216-HPER,4700002596,RENE,VERITAS,SUSTRATOS ,EASY PLANTER 15 L,RV21,INV-202223/071,"14,000",UN,USD,"28,020.00","28,020.00",50%AP,CIF,SEA,FCL/FCL,,SRI LANKA,CALLAO,1,40HC,20,-,,,NA,DIRECTO,MSC,EBKG03913154,MSMU8047633,-,3/9/2022,10/9/2022,36,MEDUC0918887,MSC CAROLE NX240B,5/11/2022,44,NO,NA,IMUPESA,AVM,1059,23/10/2022,2/11/2022,118-2022-10-424232-01-1-00,6/11/2022,7/11/2022,5/11/2022,,8/11/2022,21/11/2022,18/11/2022,AVM,30/11/2022,,LIP,30/11/2022,30/11/2022,FUNDO REMANSO,6/12/2022,7/12/2022,49,,001-0117524,014-0001421,-,,,DHL,1896648143,-,Cargado en CP - [22-216-HPER // 4700002596 // MSMU8047633]
2022-2023,LIQUIDADO,22-217-HPER,4700002597,RENE,VERITAS,SUSTRATOS ,EASY PLANTER 15 L,RV21,INV-202223/073 - A,"14,000",UN,USD,"27,770.00","27,770.00",50%AP,CIF,SEA,FCL/FCL,,SRI LANKA,CALLAO,1,40HC,20,-,,,NA,DIRECTO,MSC,EBKG03937356-1,MSDU5746585,-,10/9/2022,14/9/2022,37,MEDUC0922590,CAPE AKRITAS NX243B,24/11/2022,47,NO,NA,IMUPESA,AVM,1083,13/11/2022,22/11/2022,"	 118-2022-10-453621-01-0-00",24/11/2022,26/11/2022,24/11/2022,,2/12/2022,2/12/2022,7/12/2022,AVM,5/12/2022,,GUZMAN,5/12/2022,6/12/2022,FUNDO REMANSO,19/12/2022,20/12/2022,51,,001-0118200, 036-0000542,-,,,DHL,1896648143,-,Cargado en CP - [22-217-HPER // 4700002597 // MSDU5746585]
2022-2023,LIQUIDADO,22-217-HPER,4700002597,RENE,VERITAS,SUSTRATOS ,EASY PLANTER 15 L,RV21,INV-202223/073 - A,"14,000",UN,USD,"27,770.00","27,770.00",50%AP,CIF,SEA,FCL/FCL,,SRI LANKA,CALLAO,1,40HC,20,-,,,NA,DIRECTO,MSC,EBKG03937356-1,MSMU8814360,-,10/9/2022,14/9/2022,37,MEDUC0922590,CAPE AKRITAS NX243B,24/11/2022,47,NO,NA,IMUPESA,AVM,1083,13/11/2022,22/11/2022,"	 118-2022-10-453621-01-0-00",24/11/2022,26/11/2022,24/11/2022,,2/12/2022,2/12/2022,7/12/2022,AVM,5/12/2022,,GUZMAN,5/12/2022,6/12/2022,FUNDO REMANSO,19/12/2022,20/12/2022,51,,001-0118198 ,036-0000544,-,,,DHL,1896648143,-,Cargado en CP - [22-217-HPER // 4700002597 // MSMU8814360]
2022-2023,LIQUIDADO,22-217-HPER,4700002597,RENE,VERITAS,SUSTRATOS ,EASY PLANTER 15 L,RV21,INV-202223/073 - A,"14,000",UN,USD,"27,770.00","27,770.00",50%AP,CIF,SEA,FCL/FCL,,SRI LANKA,CALLAO,1,40HC,20,-,,,NA,DIRECTO,MSC,EBKG03937356-1,TEXU9542589,-,10/9/2022,14/9/2022,37,MEDUC0922590,CAPE AKRITAS NX243B,24/11/2022,47,NO,NA,IMUPESA,AVM,1083,13/11/2022,22/11/2022,"	 118-2022-10-453621-01-0-00",24/11/2022,26/11/2022,24/11/2022,,2/12/2022,2/12/2022,7/12/2022,AVM,5/12/2022,,GUZMAN,5/12/2022,6/12/2022,FUNDO REMANSO,19/12/2022,20/12/2022,51,,001-0118197, 036-0000543,-,,,DHL,1896648143,-,Cargado en CP - [22-217-HPER // 4700002597 // TEXU9542589]
2022-2023,LIQUIDADO,22-217-HPER,4700002597,RENE,VERITAS,SUSTRATOS ,EASY PLANTER 15 L,RV21,INV-202223/073 - A,"14,000",UN,USD,"27,770.00","27,770.00",50%AP,CIF,SEA,FCL/FCL,,SRI LANKA,CALLAO,1,40HC,20,-,,,NA,DIRECTO,MSC,EBKG03937356-1,TRHU5029541,-,10/9/2022,14/9/2022,37,MEDUC0922590,CAPE AKRITAS NX243B,24/11/2022,47,NO,NA,IMUPESA,AVM,1083,13/11/2022,22/11/2022,"	 118-2022-10-453621-01-0-00",24/11/2022,26/11/2022,24/11/2022,,2/12/2022,2/12/2022,7/12/2022,AVM,5/12/2022,,GUZMAN,5/12/2022,6/12/2022,FUNDO REMANSO,19/12/2022,20/12/2022,51,,001-0118199, 036-0000538,-,,,DHL,1896648143,-,Cargado en CP - [22-217-HPER // 4700002597 // TRHU5029541]
2022-2023,LIQUIDADO,22-218-HPER,4700002676,RENE,VERITAS,SUSTRATOS ,EASY PLANTER 15 L,RV21,INV-202223/073B,"14,000",UN,USD,"16,820.00","16,820.00",50%AP,CIF,SEA,FCL/FCL,,SRI LANKA,CALLAO,1,40HC,20,-,,,NA,DIRECTO,MSC,EBKG03937356-1,MEDU8489502,-,9/9/2022,14/9/2022,37,MEDUC0922582,CAPE AKRITAS NX243B,24/11/2022,47,NO,NA,IMUPESA,AVM,1080,13/11/2022,18/11/2022,118-2022-10-450100-01-1-00,24/11/2022,26/11/2022,24/11/2022,,2/12/2022,2/12/2022,7/12/2022,AVM,5/12/2022,,GUZMAN,5/12/2022,5/12/2022,FUNDO REMANSO,19/12/2022,20/12/2022,51,,001-0118192 , 036-0000539,-,,,DHL,1896648143,-,Cargado en CP - [22-218-HPER // 4700002676 // MEDU8489502]
2022-2023,LIQUIDADO,22-218-HPER,4700002676,RENE,VERITAS,SUSTRATOS ,EASY PLANTER 15 L,RV21,INV-202223/073B,"14,000",UN,USD,"16,820.00","16,820.00",50%AP,CIF,SEA,FCL/FCL,,SRI LANKA,CALLAO,1,40HC,20,-,,,NA,DIRECTO,MSC,EBKG03937356-1,MSMU7509927,-,9/9/2022,14/9/2022,37,MEDUC0922582,CAPE AKRITAS NX243B,24/11/2022,47,NO,NA,IMUPESA,AVM,1080,13/11/2022,18/11/2022,118-2022-10-450100-01-1-00,24/11/2022,26/11/2022,24/11/2022,,2/12/2022,2/12/2022,7/12/2022,AVM,5/12/2022,,GUZMAN,5/12/2022,5/12/2022,FUNDO REMANSO,19/12/2022,20/12/2022,51,,001-0118191, 036-0000540 ,-,,,DHL,1896648143,-,Cargado en CP - [22-218-HPER // 4700002676 // MSMU7509927]
2022-2023,LIQUIDADO,22-218-HPER,4700002676,RENE,VERITAS,SUSTRATOS ,EASY PLANTER 15 L,RV21,INV-202223/073B,"14,000",UN,USD,"16,820.00","16,820.00",50%AP,CIF,SEA,FCL/FCL,,SRI LANKA,CALLAO,1,40HC,20,-,,,NA,DIRECTO,MSC,EBKG03937356-1,TEMU7948111,-,9/9/2022,14/9/2022,37,MEDUC0922582,CAPE AKRITAS NX243B,24/11/2022,47,NO,NA,IMUPESA,AVM,1080,13/11/2022,18/11/2022,118-2022-10-450100-01-1-00,24/11/2022,26/11/2022,24/11/2022,,2/12/2022,2/12/2022,7/12/2022,AVM,5/12/2022,,GUZMAN,5/12/2022,5/12/2022,FUNDO REMANSO,19/12/2022,20/12/2022,51,,001-0118190, 036-0000537 ,-,,,DHL,1896648143,-,Cargado en CP - [22-218-HPER // 4700002676 // TEMU7948111]
2022-2023,LIQUIDADO,22-218-HPER,4700002676,RENE,VERITAS,SUSTRATOS ,EASY PLANTER 15 L,RV21,INV-202223/073B,"14,000",UN,USD,"16,820.00","16,820.00",50%AP,CIF,SEA,FCL/FCL,,SRI LANKA,CALLAO,1,40HC,20,-,,,NA,DIRECTO,MSC,EBKG03937356-1,TRHU7222668,-,9/9/2022,14/9/2022,37,MEDUC0922582,CAPE AKRITAS NX243B,24/11/2022,47,NO,NA,IMUPESA,AVM,1080,13/11/2022,18/11/2022,118-2022-10-450100-01-1-00,24/11/2022,26/11/2022,24/11/2022,,2/12/2022,2/12/2022,7/12/2022,AVM,5/12/2022,,GUZMAN,5/12/2022,5/12/2022,FUNDO REMANSO,19/12/2022,20/12/2022,51,, 001-0118189,036-0000541 ,-,,,DHL,1896648143,-,Cargado en CP - [22-218-HPER // 4700002676 // TRHU7222668]
2022-2023,LIQUIPARCIAL,22-219-HPER,4700002677,RENE,VERITAS,SUSTRATOS ,EASY PLANTER 15 L,RV21,INV-202223/077 - A,"14,000",UN,USD,"27,770.00","27,770.00",50%AP,CIF,SEA,FCL/FCL,,SRI LANKA,CALLAO,1,40HC,20,-,,,NA,DIRECTO,MSC,EBKG03968466-1,MSDU7860093,-,14/9/2022,23/9/2022,38,MEDUC0925569,CAPE AKRITAS NX243B,24/11/2022,47,NO,NA,IMUPESA,AVM,1081,13/11/2022,18/11/2022, 118-2022-10-450281-01-4-00,24/11/2022,26/11/2022,24/11/2022,,5/12/2022,19/12/2022,7/12/2022,AVM,20/12/2022,,GUZMAN,20/12/2022,20/12/2022,FUNDO REMANSO,1/1/2023,2/1/2023,1,,001-0118196,036-0000653,-,,,DHL,1896648143,-,Cargado en CP - [22-219-HPER // 4700002677 // MSDU7860093]
2022-2023,LIQUIPARCIAL,22-219-HPER,4700002677,RENE,VERITAS,SUSTRATOS ,EASY PLANTER 15 L,RV21,INV-202223/077 - A,"14,000",UN,USD,"27,770.00","27,770.00",50%AP,CIF,SEA,FCL/FCL,,SRI LANKA,CALLAO,1,40HC,20,-,,,NA,DIRECTO,MSC,EBKG03968466-1,TGCU0111831,-,14/9/2022,23/9/2022,38,MEDUC0925569,CAPE AKRITAS NX243B,24/11/2022,47,NO,NA,IMUPESA,AVM,1081,13/11/2022,18/11/2022, 118-2022-10-450281-01-4-00,24/11/2022,26/11/2022,24/11/2022,,5/12/2022,19/12/2022,7/12/2022,AVM,20/12/2022,,GUZMAN,20/12/2022,20/12/2022,FUNDO REMANSO,30/12/2022,1/1/2023,52,,001-0118194 , 036-000065,-,,,DHL,1896648143,-,Cargado en CP - [22-219-HPER // 4700002677 // TGCU0111831]
2022-2023,LIQUIPARCIAL,22-219-HPER,4700002677,RENE,VERITAS,SUSTRATOS ,EASY PLANTER 15 L,RV21,INV-202223/077 - A,"14,000",UN,USD,"27,770.00","27,770.00",50%AP,CIF,SEA,FCL/FCL,,SRI LANKA,CALLAO,1,40HC,20,-,,,NA,DIRECTO,MSC,EBKG03968466-1,TCNU2021800,-,14/9/2022,23/9/2022,38,MEDUC0925569,CAPE AKRITAS NX243B,24/11/2022,47,NO,NA,IMUPESA,AVM,1081,13/11/2022,18/11/2022, 118-2022-10-450281-01-4-00,24/11/2022,26/11/2022,24/11/2022,,5/12/2022,19/12/2022,7/12/2022,AVM,20/12/2022,,GUZMAN,20/12/2022,20/12/2022,FUNDO REMANSO,1/1/2023,2/1/2023,1,,001-0118195,036-0000652,-,,,DHL,1896648143,-,Cargado en CP - [22-219-HPER // 4700002677 // TCNU2021800]
2022-2023,LIQUIPARCIAL,22-219-HPER,4700002677,RENE,VERITAS,SUSTRATOS ,EASY PLANTER 15 L,RV21,INV-202223/077 - A,"14,000",UN,USD,"27,770.00","27,770.00",50%AP,CIF,SEA,FCL/FCL,,SRI LANKA,CALLAO,1,40HC,20,-,,,NA,DIRECTO,MSC,EBKG03968466-1,TXGU5408014,-,14/9/2022,23/9/2022,38,MEDUC0925569,CAPE AKRITAS NX243B,24/11/2022,47,NO,NA,IMUPESA,AVM,1081,13/11/2022,18/11/2022, 118-2022-10-450281-01-4-00,24/11/2022,26/11/2022,24/11/2022,,5/12/2022,19/12/2022,7/12/2022,AVM,20/12/2022,,GUZMAN,20/12/2022,20/12/2022,FUNDO REMANSO,1/1/2023,2/1/2023,1,,001-0118193,036-0000654,-,,,DHL,1896648143,-,Cargado en CP - [22-219-HPER // 4700002677 // TXGU5408014]
2022-2023,LIQUIPARCIAL,22-220-HPER,4700002678,RENE,VERITAS,SUSTRATOS ,EASY PLANTER 15 L,RV21,INV-202223/077 - B,"14,000",UN,USD,"27,770.00","27,770.00",50%AP,CIF,SEA,FCL/FCL,,SRI LANKA,CALLAO,1,40HC,20,-,,,NA,DIRECTO,MSC,EBKG03968466-1,FSCU8340032,-,21/9/2022,23/9/2022,38,MEDUC0925577,CAPE AKRITAS NX243B,24/11/2022,47,NO,NA,IMUPESA,AVM,1079,13/11/2022,17/11/2022,118-2022-10-447118-01-9-00,24/11/2022,26/11/2022,24/11/2022,,5/12/2022,19/12/2022,7/12/2022,AVM,20/12/2022,,RVC,20/12/2022,20/12/2022,FUNDO REMANSO,29/12/2022,30/12/2022,52,,001-0118187, 036-0000470 ,-,,,DHL,1896648143,-,Cargado en CP - [22-220-HPER // 4700002678 // FSCU8340032]
2022-2023,LIQUIPARCIAL,22-220-HPER,4700002678,RENE,VERITAS,SUSTRATOS ,EASY PLANTER 15 L,RV21,INV-202223/077 - B,"14,000",UN,USD,"27,770.00","27,770.00",50%AP,CIF,SEA,FCL/FCL,,SRI LANKA,CALLAO,1,40HC,20,-,,,NA,DIRECTO,MSC,EBKG03968466-1,CAAU5768937,-,21/9/2022,23/9/2022,38,MEDUC0925577,CAPE AKRITAS NX243B,24/11/2022,47,NO,NA,IMUPESA,AVM,1079,13/11/2022,17/11/2022,118-2022-10-447118-01-9-00,24/11/2022,26/11/2022,24/11/2022,,5/12/2022,19/12/2022,7/12/2022,AVM,20/12/2022,,RVC,20/12/2022,20/12/2022,FUNDO REMANSO,8/1/2023,9/1/2023,2,, 001-0118188,EG07-00000002 ,-,,,DHL,1896648143,-,Cargado en CP - [22-220-HPER // 4700002678 // CAAU5768937]
2022-2023,LIQUIPARCIAL,22-221-HPER,4700002679,RENE,VERITAS,SUSTRATOS ,EASY PLANTER 15 L,RV21,INV-202223/080 - A,"14,000",UN,USD,"27,470.00","27,470.00",50%AP,CIF,SEA,FCL/FCL,,SRI LANKA,CALLAO,1,40HC,20,-,,,NA,DIRECTO,WAN HAI,062C000829,WHLU5797644,-,-,28/9/2022,39,062C000829,EVER LOYAL E056,30/11/2022,48,NO,NA,IMUPESA,AVM,1093,20/11/2022,28/11/2022,"	 118-2022-10-462577-01-0-00",1/12/2022,1/12/2022,30/11/2022,,5/12/2022,19/12/2022,20/12/2022,AVM,20/12/2022,,AGERSA,20/12/2022,20/12/2022,FUNDO REMANSO,29/12/2022,30/12/2022,52,,001-0118350,036-0000647,-,,,DHL,1896648143,-,Cargado en CP - [22-221-HPER // 4700002679 // WHLU5797644]
2022-2023,LIQUIPARCIAL,22-221-HPER,4700002679,RENE,VERITAS,SUSTRATOS ,EASY PLANTER 15 L,RV21,INV-202223/080 - A,"14,000",UN,USD,"27,470.00","27,470.00",50%AP,CIF,SEA,FCL/FCL,,SRI LANKA,CALLAO,1,40HC,20,-,,,NA,DIRECTO,WAN HAI,062C000829,WHSU6591870,-,-,28/9/2022,39,062C000829,EVER LOYAL E056,30/11/2022,48,NO,NA,IMUPESA,AVM,1093,20/11/2022,28/11/2022,"	 118-2022-10-462577-01-0-00",1/12/2022,1/12/2022,30/11/2022,,5/12/2022,19/12/2022,20/12/2022,AVM,20/12/2022,,AGERSA,20/12/2022,20/12/2022,FUNDO REMANSO,1/1/2023,2/1/2023,1,,001-0118351,036-0000706,-,,,DHL,1896648143,-,Cargado en CP - [22-221-HPER // 4700002679 // WHSU6591870]
2022-2023,LIQUIPARCIAL,22-221-HPER,4700002679,RENE,VERITAS,SUSTRATOS ,EASY PLANTER 15 L,RV21,INV-202223/080 - A,"14,000",UN,USD,"27,470.00","27,470.00",50%AP,CIF,SEA,FCL/FCL,,SRI LANKA,CALLAO,1,40HC,20,-,,,NA,DIRECTO,WAN HAI,062C000829,WHSU5303325,-,-,28/9/2022,39,062C000829,EVER LOYAL E056,30/11/2022,48,NO,NA,IMUPESA,AVM,1093,20/11/2022,28/11/2022,"	 118-2022-10-462577-01-0-00",1/12/2022,1/12/2022,30/11/2022,,5/12/2022,19/12/2022,20/12/2022,AVM,20/12/2022,,AGERSA,20/12/2022,20/12/2022,FUNDO REMANSO,1/1/2023,2/1/2023,1,,001-0118353,036-0000705 ,-,,,DHL,1896648143,-,Cargado en CP - [22-221-HPER // 4700002679 // WHSU5303325]
2022-2023,LIQUIPARCIAL,22-221-HPER,4700002679,RENE,VERITAS,SUSTRATOS ,EASY PLANTER 15 L,RV21,INV-202223/080 - A,"14,000",UN,USD,"27,470.00","27,470.00",50%AP,CIF,SEA,FCL/FCL,,SRI LANKA,CALLAO,1,40HC,20,-,,,NA,DIRECTO,WAN HAI,062C000829,WHSU6610352,-,-,28/9/2022,39,062C000829,EVER LOYAL E056,30/11/2022,48,NO,NA,IMUPESA,AVM,1093,20/11/2022,28/11/2022,"	 118-2022-10-462577-01-0-00",1/12/2022,1/12/2022,30/11/2022,,5/12/2022,19/12/2022,20/12/2022,AVM,20/12/2022,,AGERSA,20/12/2022,20/12/2022,FUNDO REMANSO,1/1/2023,2/1/2023,1,, 001-0118352 ,036-0000704,-,,,DHL,1896648143,-,Cargado en CP - [22-221-HPER // 4700002679 // WHSU6610352]
